src,dst
17421310,2506083555
2506083555,17421310
2506083555,2521153501
2521153501,2506083555
2521153501,17421753
17421753,2521153501
17422537,2350632845
2350632845,17422537
305435357,17422709
17422709,305435357
17422709,1398733719
1398733719,17422709
1398733719,1398733728
1398733728,1398733719
1398733728,1398733720
1398733720,1398733728
1398733720,2350632841
2350632841,1398733720
17422567,26344340
26344340,17422567
26344340,1435705248
1435705248,26344340
1435705248,17422566
17422566,1435705248
17422577,17423164
17423164,17422577
17423164,1444366599
1444366599,17423164
1444366599,1398745752
1398745752,1444366599
1398745752,17423165
17423165,1398745752
1398715348,1398715373
1398715373,1398715348
1398715373,1398715248
1398715248,1398715373
1398715248,1398715313
1398715313,1398715248
1398715313,1398715323
1398715323,1398715313
1398715323,17423436
17423436,1398715323
17423436,17423437
17423437,17423436
17423437,17423438
17423438,17423437
17423438,5242767300
5242767300,17423438
5242767300,5242767299
5242767299,5242767300
5242767299,1398715280
1398715280,5242767299
1398715280,1398715292
1398715292,1398715280
1398715292,17423439
17423439,1398715292
17423439,1398715318
1398715318,17423439
1398715318,17423441
17423441,1398715318
17423441,17423442
17423442,17423441
17423442,17423443
17423443,17423442
17423443,5642732209
5642732209,17423443
5642732209,5229363491
5229363491,5642732209
5229363491,17423172
17423172,5229363491
26343764,26343760
26343760,26343764
26343760,3986624737
3986624737,26343760
3986624737,26343714
26343714,3986624737
26343774,312711610
312711610,26343774
26343767,1164656346
1164656346,26343767
26343774,2350591601
2350591601,26343774
271928615,5569219056
5569219056,271928615
5569219056,271928616
271928616,5569219056
26343869,415351713
415351713,26343869
415351713,26343872
26343872,415351713
26343872,26343871
26343871,26343872
26343871,26343870
26343870,26343871
26343870,17423430
17423430,26343870
17423430,17423429
17423429,17423430
1594444190,5220651436
5220651436,1594444190
5220651436,2505413564
2505413564,5220651436
26344337,315792185
315792185,26344337
315792185,5462731465
5462731465,315792185
5462731465,315790514
315790514,5462731465
315790514,1070764725
1070764725,315790514
1070764725,5462731464
5462731464,1070764725
5462731464,315790517
315790517,5462731464
315790517,315790519
315790519,315790517
1759680025,1759680027
1759680027,1759680025
1759680027,5241956785
5241956785,1759680027
5241956785,1822991642
1822991642,5241956785
1822991642,1759680029
1759680029,1822991642
1759680029,2942249784
2942249784,1759680029
2942249784,1759680031
1759680031,2942249784
17422567,1398745734
1398745734,17422567
1398745734,2505423144
2505423144,1398745734
2505423144,1594431118
1594431118,2505423144
766772545,1398745763
1398745763,766772545
1398745763,17422570
17422570,1398745763
17422570,2161919530
2161919530,17422570
2161919530,2161919534
2161919534,2161919530
2161919534,2161919538
2161919538,2161919534
2161919538,2508337916
2508337916,2161919538
2508337916,2508337924
2508337924,2508337916
187067651,113544201
113544201,187067651
17423165,1398745768
1398745768,17423165
1398745768,26343703
26343703,1398745768
408770061,305433152
305433152,408770061
1398715261,1398733652
1398733652,1398715261
1398733652,1398733718
1398733718,1398733652
1398733718,1398733649
1398733649,1398733718
17423175,2273694416
2273694416,17423175
2273694416,2510194170
2510194170,2273694416
17423421,5133091916
5133091916,17423421
5133091916,766786455
766786455,5133091916
1309454167,17423264
17423264,1309454167
17423264,17423419
17423419,17423264
17423419,1070746398
1070746398,17423419
17423421,17423422
17423422,17423421
17423422,17423423
17423423,17423422
17423166,17423167
17423167,17423166
17423167,26343709
26343709,17423167
26347692,5810904023
5810904023,26347692
17423429,5133091927
5133091927,17423429
5133091927,1675757036
1675757036,5133091927
26343942,7425638402
7425638402,26343942
7425638402,2044165370
2044165370,7425638402
26347695,5020472449
5020472449,26347695
5020472449,26343993
26343993,5020472449
26343993,26343992
26343992,26343993
26343992,1726729681
1726729681,26343992
1726729681,1726729674
1726729674,1726729681
1726729674,2044165367
2044165367,1726729674
2044165367,2044165370
2044165370,2044165367
131909649,8979753395
8979753395,131909649
8979753395,26343941
26343941,8979753395
26343831,3986624738
3986624738,26343831
3986624738,3986624739
3986624739,3986624738
3986624739,26343835
26343835,3986624739
26343835,26343834
26343834,26343835
26343834,271927870
271927870,26343834
271927870,271927945
271927945,271927870
271927945,26343896
26343896,271927945
26343896,310386513
310386513,26343896
310386513,26343897
26343897,310386513
26343897,310384880
310384880,26343897
310384880,26343898
26343898,310384880
26343898,26343899
26343899,26343898
26343899,271928601
271928601,26343899
271928601,310385917
310385917,271928601
310385917,26343900
26343900,310385917
26343900,5062148985
5062148985,26343900
5062148985,5062148982
5062148982,5062148985
5062148982,26343901
26343901,5062148982
3101598573,310384517
310384517,3101598573
310384517,5241502854
5241502854,310384517
5241502854,1165301441
1165301441,5241502854
1165301441,5062418807
5062418807,1165301441
5062418807,5062418806
5062418806,5062418807
5062418806,310384516
310384516,5062418806
310384516,26349094
26349094,310384516
26349094,5062148987
5062148987,26349094
5062148987,26343902
26343902,5062148987
26343902,26343903
26343903,26343902
26343903,5062149242
5062149242,26343903
5062149242,5062149248
5062149248,5062149242
5062149248,26343904
26343904,5062149248
26343904,5062149002
5062149002,26343904
5062149002,5540697660
5540697660,5062149002
5540697660,310385702
310385702,5540697660
310385702,26343905
26343905,310385702
26343905,310385732
310385732,26343905
310385732,26343906
26343906,310385732
26343906,5540659563
5540659563,26343906
5540659563,5062788480
5062788480,5540659563
5062788480,1165547410
1165547410,5062788480
1165547410,26343907
26343907,1165547410
26343907,26343908
26343908,26343907
26343963,3737665584
3737665584,26343963
3737665584,2179075114
2179075114,3737665584
2179075114,26343996
26343996,2179075114
26343996,5238566212
5238566212,26343996
5238566212,26343937
26343937,5238566212
17422442,5032748054
5032748054,17422442
5032748054,26343847
26343847,5032748054
26343847,26343848
26343848,26343847
26343848,1838157649
1838157649,26343848
1838157649,26343850
26343850,1838157649
26343850,26343851
26343851,26343850
17421101,26362465
26362465,17421101
26362468,17421110
17421110,26362468
1164716566,26362468
26362468,1164716566
17421114,315794609
315794609,17421114
315794609,5238303964
5238303964,315794609
5238303964,6304346958
6304346958,5238303964
6304346958,1493012004
1493012004,6304346958
312713005,26363809
26363809,312713005
26363809,26364283
26364283,26363809
26364283,26363613
26363613,26364283
26363613,4978127142
4978127142,26363613
4978127142,26363727
26363727,4978127142
26363727,2660049014
2660049014,26363727
2660049014,1206268644
1206268644,2660049014
1206268644,1685985159
1685985159,1206268644
1163822364,2350604014
2350604014,1163822364
17421108,26343997
26343997,17421108
26343997,5238566214
5238566214,26343997
5238566214,305440107
305440107,5238566214
26343973,5235134462
5235134462,26343973
5235134462,1752810904
1752810904,5235134462
26343818,1903803711
1903803711,26343818
1903803711,9172342023
9172342023,1903803711
9172342023,26343819
26343819,9172342023
26343819,26343820
26343820,26343819
26343820,1164745428
1164745428,26343820
1164745428,26343821
26343821,1164745428
26343821,1164745554
1164745554,26343821
1164745554,312711610
312711610,1164745554
26344008,26344004
26344004,26344008
26363662,1396134248
1396134248,26363662
1396134248,2432718470
2432718470,1396134248
2432718470,26363609
26363609,2432718470
26363609,1398777258
1398777258,26363609
26363778,1163749434
1163749434,26363778
1163749434,4972619906
4972619906,1163749434
4972619906,315796618
315796618,4972619906
315796618,315795751
315795751,315796618
26343822,26363669
26363669,26343822
26363669,26363754
26363754,26363669
26363754,26363634
26363634,26363754
26363634,26343793
26343793,26363634
26362456,26362457
26362457,26362456
26362457,26362458
26362458,26362457
26362458,26343891
26343891,26362458
26343891,26343890
26343890,26343891
26343890,26363630
26363630,26343890
26363630,26363682
26363682,26363630
26363638,312714862
312714862,26363638
312714862,312714861
312714861,312714862
312714861,312714860
312714860,312714861
312714860,312714859
312714859,312714860
2387370265,1109632615
1109632615,2387370265
1164716626,17421108
17421108,1164716626
26343780,7603400154
7603400154,26343780
1788588134,17422442
17422442,1788588134
26343816,5221800072
5221800072,26343816
5221800072,26363677
26363677,5221800072
26363677,26363632
26363632,26363677
26363632,7746535617
7746535617,26363632
7746535617,1491792991
1491792991,7746535617
1491792991,8957264865
8957264865,1491792991
8957264865,26363743
26363743,8957264865
26363743,315741673
315741673,26363743
2640583401,1398777267
1398777267,2640583401
1398777267,26363790
26363790,1398777267
26343982,6260943445
6260943445,26343982
6260943445,312709313
312709313,6260943445
312709313,26343981
26343981,312709313
26343981,312709271
312709271,26343981
312709271,4580122489
4580122489,312709271
4580122489,5358653412
5358653412,4580122489
5358653412,26344004
26344004,5358653412
26344004,1492536202
1492536202,26344004
1492536202,5358653410
5358653410,1492536202
5358653410,26343980
26343980,5358653410
26343980,1517542641
1517542641,26343980
1517542641,6561838809
6561838809,1517542641
6561838809,6561838807
6561838807,6561838809
6561838807,1492536189
1492536189,6561838807
1492536189,1517542628
1517542628,1492536189
1517542628,1517542642
1517542642,1517542628
1517542642,26343978
26343978,1517542642
26363626,26343882
26343882,26363626
26363616,6148383265
6148383265,26363616
6148383265,26343991
26343991,6148383265
17421307,17421937
17421937,17421307
17421937,5228263988
5228263988,17421937
5228263988,315793131
315793131,5228263988
7603687959,4974122796
4974122796,7603687959
4974122796,312715420
312715420,4974122796
17422441,1164716670
1164716670,17422441
1164716670,17422448
17422448,1164716670
17422448,5238704019
5238704019,17422448
5238704019,320859474
320859474,5238704019
9172342022,26343818
26343818,9172342022
26343818,1866130090
1866130090,26343818
2640583405,2640583401
2640583401,2640583405
2640583401,26343887
26343887,2640583401
26343887,1164730108
1164730108,26343887
1164730108,1492562712
1492562712,1164730108
26343755,1789691190
1789691190,26343755
1789691190,1930492255
1930492255,1789691190
26363686,5221800075
5221800075,26363686
1398777258,3550043734
3550043734,1398777258
3550043734,26363775
26363775,3550043734
26363775,6518508387
6518508387,26363775
6518508387,3550043733
3550043733,6518508387
3550043733,315795723
315795723,3550043733
315795723,3550043732
3550043732,315795723
3550043732,26343891
26343891,3550043732
26363620,4044318767
4044318767,26363620
1164716643,5073427654
5073427654,1164716643
5073427654,1164716626
1164716626,5073427654
26343973,1789717062
1789717062,26343973
1789717062,26363718
26363718,1789717062
26363718,26363656
26363656,26363718
26363656,251009759
251009759,26363656
26343822,26343824
26343824,26343822
26343824,26343818
26343818,26343824
1396134252,5228279190
5228279190,1396134252
5228279190,1396134247
1396134247,5228279190
1396134247,26363662
26363662,1396134247
2541338057,17407588
17407588,2541338057
318175144,7750459494
7750459494,318175144
7750459494,318175166
318175166,7750459494
318175166,17407837
17407837,318175166
17407837,318175497
318175497,17407837
318175497,312708313
312708313,318175497
312708313,318175503
318175503,312708313
318175503,2373295007
2373295007,318175503
2373295007,318175978
318175978,2373295007
318175978,2373295003
2373295003,318175978
2373295003,310383416
310383416,2373295003
310383416,2373295006
2373295006,310383416
2373295006,2373295010
2373295010,2373295006
113543202,305205265
305205265,113543202
305205265,1976757118
1976757118,305205265
1976757118,318730124
318730124,1976757118
318730124,1321891804
1321891804,318730124
1321891804,305205266
305205266,1321891804
305205266,305436001
305436001,305205266
305436001,109936405
109936405,305436001
289032483,271928951
271928951,289032483
271928951,1321891598
1321891598,271928951
1321891598,5625056745
5625056745,1321891598
5625056745,7725275319
7725275319,5625056745
109933426,2506866171
2506866171,109933426
2506866171,321677500
321677500,2506866171
5073427637,5073427636
5073427636,5073427637
4694737826,109928580
109928580,4694737826
109928580,4694737824
4694737824,109928580
4694737824,1165317950
1165317950,4694737824
1165317950,5064398743
5064398743,1165317950
5064398743,1165317902
1165317902,5064398743
109928580,2463184352
2463184352,109928580
2463184352,3104322120
3104322120,2463184352
3104322120,109940668
109940668,3104322120
109940668,1493028843
1493028843,109940668
1493028843,1165317933
1165317933,1493028843
1165317933,109940669
109940669,1165317933
109940669,109940670
109940670,109940669
109942682,109942683
109942683,109942682
109942683,5045119677
5045119677,109942683
5045119677,109942684
109942684,5045119677
5124619613,1321891584
1321891584,5124619613
1321891584,109992190
109992190,1321891584
109992190,110000988
110000988,109992190
110000988,26343962
26343962,110000988
113542563,2506124956
2506124956,113542563
2506124956,5233828251
5233828251,2506124956
5233828251,6521330775
6521330775,5233828251
6521330775,113542564
113542564,6521330775
113542564,5626332469
5626332469,113542564
5626332469,1165523984
1165523984,5626332469
1165523984,1165524038
1165524038,1165523984
1165524038,1165523957
1165523957,1165524038
1165523957,113542565
113542565,1165523957
113542820,7773539226
7773539226,113542820
113544201,9253432173
9253432173,113544201
9253432173,9253432174
9253432174,9253432173
9253432174,9253432175
9253432175,9253432174
9253432175,1165524060
1165524060,9253432175
1165524060,271929325
271929325,1165524060
271929325,1165524044
1165524044,271929325
1165524044,1165524073
1165524073,1165524044
1165524073,5233828235
5233828235,1165524073
5233828235,5233681486
5233681486,5233828235
5233681486,113542563
113542563,5233681486
113542563,7725297201
7725297201,113542563
373917810,3956017513
3956017513,373917810
26363793,1651566911
1651566911,26363793
1651566911,117336483
117336483,1651566911
117336483,1651566908
1651566908,117336483
1651566908,7925231429
7925231429,1651566908
7925231429,117336486
117336486,7925231429
117336486,7925231428
7925231428,117336486
7925231428,4580122513
4580122513,7925231428
4580122513,117336488
117336488,4580122513
117331475,1171091013
1171091013,117331475
1171091013,7925231413
7925231413,1171091013
7925231413,117336488
117336488,7925231413
117340549,7925231414
7925231414,117340549
7925231414,117331476
117331476,7925231414
117331479,7925231421
7925231421,117331479
7925231421,318261389
318261389,7925231421
318261389,1486927076
1486927076,318261389
1486927076,1486927079
1486927079,1486927076
1486927079,1486927069
1486927069,1486927079
1486927069,7925231427
7925231427,1486927069
7925231427,1486927078
1486927078,7925231427
1486927078,1486927074
1486927074,1486927078
1486927074,1486927087
1486927087,1486927074
1486927087,1486927061
1486927061,1486927087
117345443,7925231426
7925231426,117345443
7925231426,117345814
117345814,7925231426
117345814,7925231425
7925231425,117345814
7925231425,7925231424
7925231424,7925231425
7925231424,1167190256
1167190256,7925231424
1167190256,3335138006
3335138006,1167190256
3335138006,117331480
117331480,3335138006
1486930801,1486930731
1486930731,1486930801
110005515,1271366377
1271366377,110005515
1271366377,1422476673
1422476673,1271366377
1422476673,1422476674
1422476674,1422476673
131914187,367939961
367939961,131914187
367939961,1789717057
1789717057,367939961
1789717057,1789717058
1789717058,1789717057
1789717058,6260914313
6260914313,1789717058
6260914313,6260914320
6260914320,6260914313
6260914320,5226734754
5226734754,6260914320
5226734754,131914189
131914189,5226734754
251009758,131915089
131915089,251009758
144296222,5246802971
5246802971,144296222
5246802971,144296499
144296499,5246802971
144296499,4975380802
4975380802,144296499
4975380802,6985320082
6985320082,4975380802
6985320082,4975381444
4975381444,6985320082
4975381444,771815795
771815795,4975381444
771815795,17407586
17407586,771815795
2943357448,932116275
932116275,2943357448
932116275,6571852352
6571852352,932116275
6571852352,1974942379
1974942379,6571852352
1974942379,6571808610
6571808610,1974942379
6571808610,6331585555
6331585555,6571808610
187062989,1515019641
1515019641,187062989
1515019641,187063336
187063336,1515019641
187063336,1515019635
1515019635,187063336
1515019635,187063337
187063337,1515019635
323743248,187063337
187063337,323743248
1398750313,3101113720
3101113720,1398750313
5366212061,1407530033
1407530033,5366212061
1407530033,684706794
684706794,1407530033
183385852,2517460466
2517460466,183385852
2517460466,2517460464
2517460464,2517460466
5216549654,5216549661
5216549661,5216549654
5216549661,251009421
251009421,5216549661
251009421,318189942
318189942,251009421
318189942,7126813650
7126813650,318189942
7126813650,251009422
251009422,7126813650
251009422,251009423
251009423,251009422
251009423,251009424
251009424,251009423
251009424,7126273476
7126273476,251009424
7126273476,7126283494
7126283494,7126273476
7126283494,7389692747
7389692747,7126283494
7389692747,251009425
251009425,7389692747
251009425,318183801
318183801,251009425
318183801,251009426
251009426,318183801
251009426,318184277
318184277,251009426
318184277,318182844
318182844,318184277
318182844,251009427
251009427,318182844
251009427,251009428
251009428,251009427
251009428,7039835844
7039835844,251009428
7039835844,7039835848
7039835848,7039835844
7039835848,251009429
251009429,7039835848
251009429,5358656533
5358656533,251009429
5358656533,124054772
124054772,5358656533
262555155,2509780556
2509780556,262555155
271927360,310384189
310384189,271927360
271927870,5061061701
5061061701,271927870
5061061701,5061061698
5061061698,5061061701
5061061698,5061061902
5061061902,5061061698
5061061902,26343830
26343830,5061061902
26343830,5061953762
5061953762,26343830
5061953762,5061953759
5061953759,5061953762
5061953759,26343764
26343764,5061953759
271927945,5228603004
5228603004,271927945
5228603004,271928471
271928471,5228603004
271928471,271928472
271928472,271928471
26349092,271928472
271928472,26349092
271928472,271928598
271928598,271928472
271928598,310384879
310384879,271928598
271928601,5061898174
5061898174,271928601
5061898174,5049458728
5049458728,5061898174
5049458728,5049458723
5049458723,5049458728
5049458723,271928617
271928617,5049458723
271928617,5061063576
5061063576,271928617
5061063576,271928618
271928618,5061063576
271928695,5641033535
5641033535,271928695
5641033535,5641033536
5641033536,5641033535
5641033536,305438220
305438220,5641033536
305438466,5044489172
5044489172,305438466
5044489172,1165286151
1165286151,5044489172
1165286151,5044489162
5044489162,1165286151
5044489162,305438461
305438461,5044489162
17422448,271928696
271928696,17422448
271928966,271928965
271928965,271928966
271928965,271928964
271928964,271928965
271928964,5238648993
5238648993,271928964
5238648993,5030722504
5030722504,5238648993
5030722504,7618388970
7618388970,5030722504
271929298,1398733685
1398733685,271929298
1398733685,1398733698
1398733698,1398733685
1398733698,1398733643
1398733643,1398733698
1398733643,271929297
271929297,1398733643
271929297,5233161429
5233161429,271929297
5233161429,271929296
271929296,5233161429
271929296,5364202732
5364202732,271929296
5364202732,7725290667
7725290667,5364202732
7725308703,271929373
271929373,7725308703
271929373,5233828233
5233828233,271929373
5233828233,1165523994
1165523994,5233828233
1165523994,1976761433
1976761433,1165523994
1976761433,1976761436
1976761436,1976761433
1976761436,5233161432
5233161432,1976761436
271929373,2477670954
2477670954,271929373
2477670954,6521330760
6521330760,2477670954
6521330760,6521330765
6521330765,6521330760
6521330765,271929509
271929509,6521330765
271929509,5233161434
5233161434,271929509
5233161434,5020746850
5020746850,5233161434
5020746850,5020745609
5020745609,5020746850
5020745609,5020746925
5020746925,5020745609
5020746925,5061748030
5061748030,5020746925
5061748030,5233161430
5233161430,5061748030
5233161430,5233161431
5233161431,5233161430
5233161431,5061748031
5061748031,5233161431
5061748031,271929296
271929296,5061748031
312709050,312708916
312708916,312709050
312708916,312709051
312709051,312708916
312709051,1927150822
1927150822,312709051
1927150822,271927353
271927353,1927150822
1601408885,767095267
767095267,1601408885
183415523,262550785
262550785,183415523
183415523,2509798860
2509798860,183415523
2509798860,7745381712
7745381712,2509798860
7745381712,1822991669
1822991669,7745381712
283179697,283179698
283179698,283179697
283179698,4974255044
4974255044,283179698
4974255044,315790675
315790675,4974255044
305205218,7890221905
7890221905,305205218
7890221905,5233847601
5233847601,7890221905
109928606,5238719835
5238719835,109928606
5238719835,5192399680
5192399680,5238719835
5192399680,109928608
109928608,5192399680
17422444,305208181
305208181,17422444
305206582,7724923392
7724923392,305206582
7724923392,7801215830
7801215830,7724923392
7801215830,1321891488
1321891488,7801215830
1321891488,6060994258
6060994258,1321891488
6060994258,5241464513
5241464513,6060994258
305206582,305444537
305444537,305206582
305444537,305206353
305206353,305444537
5241464513,1165301436
1165301436,5241464513
1165301436,305207022
305207022,1165301436
305207022,26343841
26343841,305207022
305205266,5370131131
5370131131,305205266
5370131131,305207023
305207023,5370131131
305207023,1321891681
1321891681,305207023
1321891681,1165301427
1165301427,1321891681
1165301427,5241464513
5241464513,1165301427
305207175,5032980454
5032980454,305207175
5032980454,5032969175
5032969175,5032980454
5032969175,26343848
26343848,5032969175
305206582,7724923386
7724923386,305206582
7724923386,271928915
271928915,7724923386
271928915,1165523954
1165523954,271928915
1165523954,1165524026
1165524026,1165523954
1165524026,1321891740
1321891740,1165524026
1321891740,305444686
305444686,1321891740
305444686,271928916
271928916,305444686
271928916,5032102017
5032102017,271928916
5032102017,5032102354
5032102354,5032102017
5032102354,5032102349
5032102349,5032102354
5032102349,305444693
305444693,5032102349
305444693,271928917
271928917,305444693
271928917,1165523886
1165523886,271928917
1165523886,1165524003
1165524003,1165523886
262550786,5016652823
5016652823,262550786
5016652823,1822988087
1822988087,5016652823
1822988087,262550787
262550787,1822988087
305433152,2818569791
2818569791,305433152
2818569791,2818569795
2818569795,2818569791
2818569795,26347690
26347690,2818569795
26347690,6248096793
6248096793,26347690
6248096793,6248096791
6248096791,6248096793
6248096791,415351360
415351360,6248096791
7725495235,2477670958
2477670958,7725495235
2477670958,1476978828
1476978828,2477670958
1476978828,3101196800
3101196800,1476978828
3101196800,26343706
26343706,3101196800
305434010,305434267
305434267,305434010
305434349,5959746623
5959746623,305434349
5959746623,183415519
183415519,5959746623
305434446,305434479
305434479,305434446
305434546,3102844915
3102844915,305434546
3102844915,305434498
305434498,3102844915
305435357,5073427720
5073427720,305435357
5073427720,5241572059
5241572059,5073427720
5241572059,17422536
17422536,5241572059
17422536,1398733676
1398733676,17422536
1398733676,1398733680
1398733680,1398733676
1398733680,17422535
17422535,1398733680
17422535,1930874912
1930874912,17422535
1930874912,17422534
17422534,1930874912
305436021,4294801459
4294801459,305436021
4294801459,305436494
305436494,4294801459
305436494,5043666212
5043666212,305436494
5043666212,318730632
318730632,5043666212
318730632,305436495
305436495,318730632
305436495,305436498
305436498,305436495
305436498,305436499
305436499,305436498
305436499,271928966
271928966,305436499
5241464513,6060994259
6060994259,5241464513
6060994259,305437109
305437109,6060994259
305437109,305437110
305437110,305437109
26343841,305438219
305438219,26343841
305438219,271928703
271928703,305438219
271928703,5073427630
5073427630,271928703
5073427630,305439934
305439934,5073427630
305439934,2350619989
2350619989,305439934
109936405,5291873752
5291873752,109936405
5291873752,6509999130
6509999130,5291873752
6509999130,305438511
305438511,6509999130
305438466,2463184342
2463184342,305438466
2463184342,5043667547
5043667547,2463184342
5043667547,305438511
305438511,5043667547
305438511,2367635155
2367635155,305438511
2367635155,305207023
305207023,2367635155
7762385804,5044489531
5044489531,7762385804
5044489531,305439672
305439672,5044489531
305439672,5044489368
5044489368,305439672
5044489368,305439675
305439675,5044489368
305439675,5041800979
5041800979,305439675
5041800979,305439678
305439678,5041800979
305439678,5041800986
5041800986,305439678
5041800986,5041800989
5041800989,5041800986
5041800989,305439934
305439934,5041800989
305440107,5073427672
5073427672,305440107
5073427672,5238566213
5238566213,5073427672
5238566213,3659747659
3659747659,5238566213
3659747659,5039898700
5039898700,3659747659
5039898700,305439934
305439934,5039898700
305442396,1165317942
1165317942,305442396
1165317942,1493028845
1493028845,1165317942
1493028845,305442457
305442457,1493028845
305442457,1493028842
1493028842,305442457
1493028842,1493028844
1493028844,1493028842
1493028844,305442458
305442458,1493028844
305442458,305443049
305443049,305442458
109948761,1476978786
1476978786,109948761
1476978786,5631269874
5631269874,1476978786
5631269874,305442459
305442459,5631269874
109948762,305443738
305443738,109948762
305443738,5241518781
5241518781,305443738
5241518781,5056692858
5056692858,5241518781
5056692858,305442865
305442865,5056692858
305443049,305442459
305442459,305443049
305442459,109948760
109948760,305442459
7757485617,305443505
305443505,7757485617
305443505,3606972356
3606972356,305443505
3606972356,305443507
305443507,3606972356
305443507,305443509
305443509,305443507
305443594,5440543604
5440543604,305443594
5440543604,5440543607
5440543607,5440543604
5440543607,305443595
305443595,5440543607
305443595,5241518783
5241518783,305443595
5241518783,109948765
109948765,5241518783
305442865,6518500896
6518500896,305442865
6518500896,305443509
305443509,6518500896
305443838,5241518783
5241518783,305443838
305443857,1165301423
1165301423,305443857
1165301423,305443838
305443838,1165301423
305444352,3606972358
3606972358,305444352
3606972358,5060708168
5060708168,3606972358
5060708168,305444351
305444351,5060708168
305444351,3606972354
3606972354,305444351
26343850,1165523893
1165523893,26343850
1165523893,305444531
305444531,1165523893
305444537,305444681
305444681,305444537
305444685,305444692
305444692,305444685
305444692,5238668355
5238668355,305444692
5238668355,5238668354
5238668354,5238668355
5238668354,305444745
305444745,5238668354
310383418,310383416
310383416,310383418
312708368,9569919431
9569919431,312708368
9569919431,9569919429
9569919429,9569919431
9569919429,9569919430
9569919430,9569919429
9569919430,310383418
310383418,9569919430
310383418,1756316515
1756316515,310383418
1756316515,315738043
315738043,1756316515
315742704,1732613335
1732613335,315742704
1732613335,315742705
315742705,1732613335
315742705,310383492
310383492,315742705
310383492,4979629649
4979629649,310383492
4979629649,310383493
310383493,4979629649
315742568,2491531581
2491531581,315742568
2491531581,2506128491
2506128491,2491531581
2506128491,7613349436
7613349436,2506128491
310383535,1680025465
1680025465,310383535
1680025465,9250950982
9250950982,1680025465
9250950982,310383523
310383523,9250950982
310383523,315742825
315742825,310383523
315742825,7425843431
7425843431,315742825
7425843431,315742664
315742664,7425843431
7685522174,1510095417
1510095417,7685522174
1510095417,1476999172
1476999172,1510095417
1476999172,1731869054
1731869054,1476999172
1731869054,315742821
315742821,1731869054
315742821,1510095421
1510095421,315742821
1510095421,1731869049
1731869049,1510095421
1731869049,1731869055
1731869055,1731869049
1731869055,310383745
310383745,1731869055
310383745,5647687234
5647687234,310383745
5647687234,1476999112
1476999112,5647687234
1476999112,310383743
310383743,1476999112
310383761,1510095420
1510095420,310383761
1510095420,315742945
315742945,1510095420
144296222,1728433559
1728433559,144296222
1728433559,315742217
315742217,1728433559
315742217,7425843430
7425843430,315742217
7425843430,315741415
315741415,7425843430
310383835,1728634982
1728634982,310383835
1728634982,310383834
310383834,1728634982
310383834,6657744108
6657744108,310383834
6657744108,315740929
315740929,6657744108
315740929,310383833
310383833,315740929
310383833,7552191173
7552191173,310383833
312711957,310384187
310384187,312711957
310384187,310384186
310384186,310384187
310384186,5243026735
5243026735,310384186
310384189,1789677098
1789677098,310384189
1789677098,1789677104
1789677104,1789677098
1789677104,310384209
310384209,1789677104
310384209,5245595110
5245595110,310384209
5245595110,1789677115
1789677115,5245595110
1789677115,310384210
310384210,1789677115
